Year,Product,Platform,Base_Price,Discount_Percentage,Discounted_Price
2020,Refrigerator,Flipkart,55771.36220482325,51.76178780049838,26903.108046915284
2020,watch,Flipkart,91680.98265334837,44.203670205361895,51154.62344022722
2020,Smartphone,Flipkart,32436.300623398743,15.830589626246113,27301.442981772976
2020,Laptop,Flipkart,46934.46307320667,46.90043360195018,24921.99638312555
2020,Television,Flipkart,77999.60246887438,69.4032310062558,23865.358183440294
2020,Headphones,Flipkart,30591.83489424602,18.405040914191442,24961.395165558148
2020,Washing Machine,Flipkart,16928.191884591368,41.0997791418242,9970.742407320107
2020,Refrigerator,Flipkart,36077.63076223912,62.642384315677326,13477.742648166262
2020,watch,Flipkart,24509.9158528604,54.44611706525227,11165.218375017203
2021,Smartphone,Flipkart,93672.78871083158,51.82094445971608,45130.66489912436
2021,Laptop,Flipkart,82730.83416079753,52.14904503922656,39587.4941929554
2021,Television,Flipkart,67006.33808593811,31.56946907318531,45852.792906823895
2021,Headphones,Flipkart,88431.4531168946,27.615510655869603,64010.65575825824
2021,Washing Machine,Flipkart,82330.4869209203,58.56166932871082,34116.37941357344
2021,Refrigerator,Flipkart,26791.305299743224,58.60680368075084,11089.777599212117
2021,watch,Flipkart,90330.309864098,62.024339114806224,34303.5321505346
2021,Smartphone,Flipkart,58540.801772408566,64.79443315338827,20609.621100527766
2021,Laptop,Flipkart,82669.61396476562,40.68054393165627,49039.1653376985
2021,Television,Flipkart,90648.21699311439,40.090977681231976,54306.460549970165
2021,Headphones,Flipkart,38620.312747467746,57.89771073800651,16260.035786825414
2021,Washing Machine,Flipkart,19904.67320749091,48.99783584666591,10151.814103469223
2021,Refrigerator,Flipkart,30514.16462877475,52.1180126354622,14610.788451944189
2021,watch,Flipkart,48439.70097636307,57.74756016616606,20466.95551072688
2022,Smartphone,Flipkart,83621.32893302439,63.40032050905398,30605.13837555664
2022,Laptop,Flipkart,87465.7524930709,30.27970941109215,60981.376803943946
2022,Television,Flipkart,10625.691747807163,32.53497715839664,7168.625364736466
2022,Headphones,Flipkart,55967.25723198092,15.63891639045214,47214.58466744214
2022,Washing Machine,Flipkart,47566.99028339011,44.69680845977044,26306.06374634561
2022,Refrigerator,Flipkart,29989.702942365722,12.156536427804525,26343.993779586668
2022,watch,Flipkart,20787.883060031454,37.93588108794761,12901.816461676317
2022,Smartphone,Flipkart,40385.36542632652,42.5586780824546,23197.8877621133
2022,Laptop,Flipkart,94861.87335212673,27.192475127697065,69066.58203518217
2022,Television,Flipkart,39088.26388186797,45.44999563414065,21322.6496540976
2022,Headphones,Flipkart,56691.15595690295,11.830014996342966,49984.58370560115
2022,Washing Machine,Flipkart,73271.706300566,12.240891324952866,64302.59636037508
2022,Refrigerator,Flipkart,42726.66421413646,59.35603363957949,17365.81103012345
2022,watch,Flipkart,97460.38744488647,31.611438484675773,66651.75702081951
2023,Smartphone,Flipkart,96620.25654479001,17.623630759113087,79592.25929282843
2023,Laptop,Flipkart,32660.406624282776,41.334595603288264,19160.359623745917
2023,Television,Flipkart,54752.36553031469,56.19961318591665,23981.747892138676
2023,Headphones,Flipkart,37079.047883509265,22.94926164981059,28569.68016746417
2023,Washing Machine,Flipkart,35635.64449397208,47.373428549140016,18753.81791159467
2023,Refrigerator,Flipkart,13319.825261907952,15.12084789962608,11305.75474355888
2023,watch,Flipkart,64860.790058190716,13.100903270116461,56363.44069243384
2023,Smartphone,Flipkart,55241.11209059753,41.88127789408888,32105.428424149246
2023,Laptop,Flipkart,14633.087612499043,42.43810729660639,8423.08219070028
2023,Television,Flipkart,35078.18178129503,48.24579408989239,18154.434428613284
2023,Headphones,Flipkart,91743.92973699883,53.56548002335969,42600.85338108157
2023,Washing Machine,Flipkart,31560.570160027517,68.55112476775207,9925.444332213125
2023,Refrigerator,Flipkart,23040.538488210077,40.97802089807172,13598.981811483094
2023,watch,Flipkart,54050.74842498067,29.37738837647476,38172.05013978278
